birth_week,death_year,deaths_total,birth_year,group,study,age,week_in_year,treated,rate,log_rate,study_name
3-9 May 1970,1971,23.0,1970,3,BCS70 1970,1,9,0,1.50799895095725,0.410783573933832,BCS70
8-14 March 1971,1971,247.0,1971,3,BCS70 1970,0,1,0,0.0,-inf,BCS70
15-21 March 1971,1971,254.0,1971,3,BCS70 1970,0,2,0,0.0,-inf,BCS70
22-28 March 1971,1971,267.0,1971,3,BCS70 1970,0,3,0,0.0,-inf,BCS70
29-4 March/April 1971,1971,272.0,1971,3,BCS70 1970,0,4,0,0.0,-inf,BCS70
5-11 April 1971,1971,276.0,1971,3,BCS70 1970,0,5,0,0.0,-inf,BCS70
12-18 April 1971,1971,266.0,1971,3,BCS70 1970,0,6,0,0.0,-inf,BCS70
19-25 April 1971,1971,244.0,1971,3,BCS70 1970,0,7,0,0.0,-inf,BCS70
26-2 April/May 1971,1971,264.0,1971,3,BCS70 1970,0,8,0,0.0,-inf,BCS70
3-9 May 1971,1971,230.0,1971,3,BCS70 1970,0,9,0,0.0,-inf,BCS70
3-9 February 1944,1972,10.0,1944,1,NSHD 1946,28,1,0,0.683889278325839,-0.379959248255196,NSHD
10-16 February 1944,1972,7.0,1944,1,NSHD 1946,28,2,0,0.478722494828087,-0.736634192193928,NSHD
17-23 February 1944,1972,11.0,1944,1,NSHD 1946,28,3,0,0.752278206158423,-0.284649068450871,NSHD
24-1 Feb/March 1944,1972,7.0,1944,1,NSHD 1946,28,4,0,0.478722494828087,-0.736634192193928,NSHD
3-9 March 1944,1972,6.0,1944,1,NSHD 1946,28,5,0,0.410333566995503,-0.890784872021187,NSHD
10-16 March 1944,1972,6.0,1944,1,NSHD 1946,28,6,0,0.410333566995503,-0.890784872021187,NSHD
17-23 March 1944,1972,12.0,1944,1,NSHD 1946,28,7,0,0.820667133991007,-0.197637691461241,NSHD
24-30 March 1944,1972,11.0,1944,1,NSHD 1946,28,8,0,0.752278206158423,-0.284649068450871,NSHD
31-6 March/April 1944,1972,7.0,1944,1,NSHD 1946,28,9,0,0.478722494828087,-0.736634192193928,NSHD
3-9 February 1945,1972,11.0,1945,1,NSHD 1946,27,1,0,0.800873680378595,-0.222052046748867,NSHD
10-16 February 1945,1972,13.0,1945,1,NSHD 1946,27,2,0,0.946487076811067,-0.0549979620857005,NSHD
17-23 February 1945,1972,11.0,1945,1,NSHD 1946,27,3,0,0.800873680378595,-0.222052046748867,NSHD
24-2 Feb/March 1945,1972,10.0,1945,1,NSHD 1946,27,4,0,0.728066982162359,-0.317362226553191,NSHD
3-9 March 1945,1972,9.0,1945,1,NSHD 1946,27,5,0,0.655260283946123,-0.422722742211018,NSHD
10-16 March 1945,1972,9.0,1945,1,NSHD 1946,27,6,0,0.655260283946123,-0.422722742211018,NSHD
17-23 March 1945,1972,8.0,1945,1,NSHD 1946,27,7,0,0.582453585729887,-0.540505777867401,NSHD
24-30 March 1945,1972,9.0,1945,1,NSHD 1946,27,8,0,0.655260283946123,-0.422722742211018,NSHD
31-6 March/April 1945,1972,6.0,1945,1,NSHD 1946,27,9,0,0.436840189297415,-0.828187850319182,NSHD
3-9 February 1946,1972,5.0,1946,1,NSHD 1946,26,1,0,0.356696985910469,-1.03086863658159,NSHD
10-16 February 1946,1972,5.0,1946,1,NSHD 1946,26,2,0,0.356696985910469,-1.03086863658159,NSHD
17-23 February 1946,1972,8.0,1946,1,NSHD 1946,26,3,0,0.57071517745675,-0.560865007335855,NSHD
24-2 Feb/March 1946,1972,6.0,1946,1,NSHD 1946,26,4,0,0.428036383092563,-0.848547079787636,NSHD
3-9 March 1946,1972,12.0,1946,1,NSHD 1946,26,5,1,0.856072766185126,-0.15539989922769,NSHD
10-16 March 1946,1972,10.0,1946,1,NSHD 1946,26,6,0,0.713393971820938,-0.337721456021645,NSHD
17-23 March 1946,1972,7.0,1946,1,NSHD 1946,26,7,0,0.499375780274657,-0.694396399960377,NSHD
24-30 March 1946,1972,9.0,1946,1,NSHD 1946,26,8,0,0.642054574638844,-0.443081971679471,NSHD
31-6 March/April 1946,1972,6.0,1946,1,NSHD 1946,26,9,0,0.428036383092563,-0.848547079787636,NSHD
3-9 February 1947,1972,10.0,1947,1,NSHD 1946,25,1,0,0.542792395478539,-0.611028360923284,NSHD
10-16 February 1947,1972,8.0,1947,1,NSHD 1946,25,2,0,0.434233916382831,-0.834171912237494,NSHD
17-23 February 1947,1972,13.0,1947,1,NSHD 1946,25,3,0,0.705630114122101,-0.348664096455793,NSHD
24-2 Feb/March 1947,1972,11.0,1947,1,NSHD 1946,25,4,0,0.597071635026393,-0.515718181118959,NSHD
3-9 March 1947,1972,8.0,1947,1,NSHD 1946,25,5,0,0.434233916382831,-0.834171912237494,NSHD
10-16 March 1947,1972,11.0,1947,1,NSHD 1946,25,6,0,0.597071635026393,-0.515718181118959,NSHD
17-23 March 1947,1972,12.0,1947,1,NSHD 1946,25,7,0,0.651350874574247,-0.428706804129329,NSHD
24-30 March 1947,1972,11.0,1947,1,NSHD 1946,25,8,0,0.597071635026393,-0.515718181118959,NSHD
31-6 March/April 1947,1972,19.0,1947,1,NSHD 1946,25,9,0,1.03130555140922,0.030825525249111,NSHD
3-9 February 1948,1972,10.0,1948,1,NSHD 1946,24,1,0,0.617569862590706,-0.481963079080889,NSHD
10-16 February 1948,1972,10.0,1948,1,NSHD 1946,24,2,0,0.617569862590706,-0.481963079080889,NSHD
17-23 February 1948,1972,9.0,1948,1,NSHD 1946,24,3,0,0.555812876331635,-0.587323594738716,NSHD
24-1 Feb/March 1948,1972,9.0,1948,1,NSHD 1946,24,4,0,0.555812876331635,-0.587323594738716,NSHD
3-9 March 1948,1972,16.0,1948,1,NSHD 1946,24,5,0,0.988111780145129,-0.0119594498351538,NSHD
10-16 March 1948,1972,11.0,1948,1,NSHD 1946,24,6,0,0.679326848849776,-0.386652899276565,NSHD
17-23 March 1948,1972,14.0,1948,1,NSHD 1946,24,7,0,0.864597807626988,-0.145490842459676,NSHD
24-30 March 1948,1972,10.0,1948,1,NSHD 1946,24,8,0,0.617569862590706,-0.481963079080889,NSHD
31-6 March/April 1948,1972,6.0,1948,1,NSHD 1946,24,9,0,0.370541917554423,-0.99278870284688,NSHD
3-9 February 1956,1972,7.0,1956,2,NCDS 1958,16,1,0,0.497512437810945,-0.698134722070984,NCDS
10-16 February 1956,1972,12.0,1956,2,NCDS 1958,16,2,0,0.852878464818763,-0.159138221338297,NCDS
17-23 February 1956,1972,5.0,1956,2,NCDS 1958,16,3,0,0.355366027007818,-1.0346069586922,NCDS
24-1 Feb/March 1956,1972,6.0,1956,2,NCDS 1958,16,4,0,0.426439232409382,-0.852285401898243,NCDS
3-9 March 1956,1972,9.0,1956,2,NCDS 1958,16,5,0,0.639658848614073,-0.446820293790078,NCDS
10-16 March 1956,1972,9.0,1956,2,NCDS 1958,16,6,0,0.639658848614073,-0.446820293790078,NCDS
17-23 March 1956,1972,10.0,1956,2,NCDS 1958,16,7,0,0.710732054015636,-0.341459778132252,NCDS
24-30 March 1956,1972,2.0,1956,2,NCDS 1958,16,8,0,0.142146410803127,-1.95089769056635,NCDS
31-6 March/April 1956,1972,6.0,1956,2,NCDS 1958,16,9,0,0.426439232409382,-0.852285401898243,NCDS
3-9 February 1957,1972,4.0,1957,2,NCDS 1958,15,1,0,0.27990133477949,-1.27331811369936,NCDS
10-16 February 1957,1972,7.0,1957,2,NCDS 1958,15,2,0,0.489827335864108,-0.713702325763936,NCDS
17-23 February 1957,1972,8.0,1957,2,NCDS 1958,15,3,0,0.559802669558981,-0.580170933139413,NCDS
24-2 Feb/March 1957,1972,5.0,1957,2,NCDS 1958,15,4,0,0.349876668474363,-1.05017456238515,NCDS
3-9 March 1957,1972,3.0,1957,2,NCDS 1958,15,5,0,0.209926001084618,-1.56100018615114,NCDS
10-16 March 1957,1972,8.0,1957,2,NCDS 1958,15,6,0,0.559802669558981,-0.580170933139413,NCDS
17-23 March 1957,1972,5.0,1957,2,NCDS 1958,15,7,0,0.349876668474363,-1.05017456238515,NCDS
24-30 March 1957,1972,8.0,1957,2,NCDS 1958,15,8,0,0.559802669558981,-0.580170933139413,NCDS
31-6 March/April 1957,1972,4.0,1957,2,NCDS 1958,15,9,0,0.27990133477949,-1.27331811369936,NCDS
3-9 February 1958,1972,3.0,1958,2,NCDS 1958,14,1,0,0.205037077538188,-1.58456445015808,NCDS
10-16 February 1958,1972,3.0,1958,2,NCDS 1958,14,2,0,0.205037077538188,-1.58456445015808,NCDS
17-23 February 1958,1972,3.0,1958,2,NCDS 1958,14,3,0,0.205037077538188,-1.58456445015808,NCDS
24-2 Feb/March 1958,1972,3.0,1958,2,NCDS 1958,14,4,0,0.205037077538188,-1.58456445015808,NCDS
3-9 March 1958,1972,7.0,1958,2,NCDS 1958,14,5,1,0.478419847589106,-0.737266589770873,NCDS
10-16 March 1958,1972,4.0,1958,2,NCDS 1958,14,6,0,0.273382770050918,-1.2968823777063,NCDS
17-23 March 1958,1972,5.0,1958,2,NCDS 1958,14,7,0,0.341728462563647,-1.07373882639209,NCDS
24-30 March 1958,1972,2.0,1958,2,NCDS 1958,14,8,0,0.136691385025459,-1.99002955826624,NCDS
31-6 March/April 1958,1972,5.0,1958,2,NCDS 1958,14,9,0,0.341728462563647,-1.07373882639209,NCDS
3-9 February 1959,1972,1.0,1959,2,NCDS 1958,13,1,0,0.0662240691379282,-2.71471129997522,NCDS
10-16 February 1959,1972,4.0,1959,2,NCDS 1958,13,2,0,0.264896276551713,-1.32841693885532,NCDS
17-23 February 1959,1972,6.0,1959,2,NCDS 1958,13,3,0,0.397344414827569,-0.92295183074716,NCDS
24-2 Feb/March 1959,1972,2.0,1959,2,NCDS 1958,13,4,0,0.132448138275856,-2.02156411941527,NCDS
3-9 March 1959,1972,0.0,1959,2,NCDS 1958,13,5,0,0.0,-inf,NCDS
10-16 March 1959,1972,6.0,1959,2,NCDS 1958,13,6,0,0.397344414827569,-0.92295183074716,NCDS
17-23 March 1959,1972,4.0,1959,2,NCDS 1958,13,7,0,0.264896276551713,-1.32841693885532,NCDS
24-30 March 1959,1972,3.0,1959,2,NCDS 1958,13,8,0,0.198672207413785,-1.61609901130711,NCDS
31-6 March/April 1959,1972,5.0,1959,2,NCDS 1958,13,9,0,0.331120345689641,-1.10527338754112,NCDS
3-9 February 1960,1972,3.0,1960,2,NCDS 1958,12,1,0,0.186439624634889,-1.6796478208089,NCDS
10-16 February 1960,1972,4.0,1960,2,NCDS 1958,12,2,0,0.248586166179852,-1.39196574835712,NCDS
17-23 February 1960,1972,5.0,1960,2,NCDS 1958,12,3,0,0.310732707724815,-1.16882219704291,NCDS
24-1 Feb/March 1960,1972,4.0,1960,2,NCDS 1958,12,4,0,0.248586166179852,-1.39196574835712,NCDS
3-9 March 1960,1972,2.0,1960,2,NCDS 1958,12,5,0,0.124293083089926,-2.08511292891707,NCDS
10-16 March 1960,1972,5.0,1960,2,NCDS 1958,12,6,0,0.310732707724815,-1.16882219704291,NCDS
17-23 March 1960,1972,0.0,1960,2,NCDS 1958,12,7,0,0.0,-inf,NCDS
24-30 March 1960,1972,4.0,1960,2,NCDS 1958,12,8,0,0.248586166179852,-1.39196574835712,NCDS
31-6 March/April 1960,1972,4.0,1960,2,NCDS 1958,12,9,0,0.248586166179852,-1.39196574835712,NCDS
8-14 March 1968,1972,9.0,1968,3,BCS70 1970,4,1,0,0.538672173093325,-0.618648106294737,BCS70
15-21 March 1968,1972,12.0,1968,3,BCS70 1970,4,2,0,0.718229564124433,-0.330966033842956,BCS70
22-28 March 1968,1972,7.0,1968,3,BCS70 1970,4,3,0,0.418967245739253,-0.869962534575643,BCS70
29-4 March/April 1968,1972,5.0,1968,3,BCS70 1970,4,4,0,0.299262318385181,-1.20643477119686,BCS70
5-11 April 1968,1972,6.0,1968,3,BCS70 1970,4,5,0,0.359114782062217,-1.0241132144029,BCS70
12-18 April 1968,1972,9.0,1968,3,BCS70 1970,4,6,0,0.538672173093325,-0.618648106294737,BCS70
19-25 April 1968,1972,6.0,1968,3,BCS70 1970,4,7,0,0.359114782062217,-1.0241132144029,BCS70
26-2 April/May 1968,1972,7.0,1968,3,BCS70 1970,4,8,0,0.418967245739253,-0.869962534575643,BCS70
3-9 May 1968,1972,5.0,1968,3,BCS70 1970,4,9,0,0.299262318385181,-1.20643477119686,BCS70
8-14 March 1969,1972,9.0,1969,3,BCS70 1970,3,1,0,0.557344562794154,-0.584571625654475,BCS70
15-21 March 1969,1972,8.0,1969,3,BCS70 1970,3,2,0,0.495417389150359,-0.702354661310859,BCS70
22-28 March 1969,1972,9.0,1969,3,BCS70 1970,3,3,0,0.557344562794154,-0.584571625654475,BCS70
29-4 March/April 1969,1972,3.0,1969,3,BCS70 1970,3,4,0,0.185781520931385,-1.68318391432258,BCS70
5-11 April 1969,1972,6.0,1969,3,BCS70 1970,3,5,0,0.371563041862769,-0.990036733762639,BCS70
12-18 April 1969,1972,3.0,1969,3,BCS70 1970,3,6,0,0.185781520931385,-1.68318391432258,BCS70
19-25 April 1969,1972,13.0,1969,3,BCS70 1970,3,7,0,0.805053257369334,-0.216846845529158,BCS70
26-2 April/May 1969,1972,7.0,1969,3,BCS70 1970,3,8,0,0.433490215506564,-0.835886053935381,BCS70
3-9 May 1969,1972,8.0,1969,3,BCS70 1970,3,9,0,0.495417389150359,-0.702354661310859,BCS70
8-14 March 1970,1972,16.0,1970,3,BCS70 1970,2,1,0,1.049042748492,0.047878080244464,BCS70
15-21 March 1970,1972,17.0,1970,3,BCS70 1970,2,2,0,1.11460792027275,0.108502702060899,BCS70
22-28 March 1970,1972,14.0,1970,3,BCS70 1970,2,3,0,0.917912404930501,-0.0856533123800586,BCS70
29-4 March/April 1970,1972,2.0,1970,3,BCS70 1970,2,4,0,0.1311303435615,-2.03156346143537,BCS70
5-11 April 1970,1972,9.0,1970,3,BCS70 1970,2,5,1,0.590086546026751,-0.527486064659098,BCS70
12-18 April 1970,1972,18.0,1970,3,BCS70 1970,2,6,0,1.1801730920535,0.165661115900847,BCS70
19-25 April 1970,1972,14.0,1970,3,BCS70 1970,2,7,0,0.917912404930501,-0.0856533123800586,BCS70
26-2 April/May 1970,1972,15.0,1970,3,BCS70 1970,2,8,0,0.983477576711251,-0.0166604408931072,BCS70
3-9 May 1970,1972,9.0,1970,3,BCS70 1970,2,9,0,0.590086546026751,-0.527486064659098,BCS70
8-14 March 1971,1972,14.0,1971,3,BCS70 1970,1,1,0,0.882195406282492,-0.125341698440598,BCS70
15-21 March 1971,1972,15.0,1971,3,BCS70 1970,1,2,0,0.945209363874098,-0.0563488269536462,BCS70
22-28 March 1971,1972,22.0,1971,3,BCS70 1970,1,3,0,1.38630706701534,0.32664342530246,BCS70
29-4 March/April 1971,1972,27.0,1971,3,BCS70 1970,1,4,0,1.70137685497338,0.531437837948473,BCS70
5-11 April 1971,1972,20.0,1971,3,BCS70 1970,1,5,0,1.26027915183213,0.231333245498135,BCS70
12-18 April 1971,1972,18.0,1971,3,BCS70 1970,1,6,0,1.13425123664892,0.125972729840308,BCS70
19-25 April 1971,1972,28.0,1971,3,BCS70 1970,1,7,0,1.76439081256498,0.567805482119348,BCS70
26-2 April/May 1971,1972,25.0,1971,3,BCS70 1970,1,8,0,1.57534893979016,0.454476796812344,BCS70
3-9 May 1971,1972,35.0,1971,3,BCS70 1970,1,9,0,2.20548851570623,0.790949033433557,BCS70
8-14 March 1972,1972,230.0,1972,3,BCS70 1970,0,1,0,0.0,-inf,BCS70
15-21 March 1972,1972,214.0,1972,3,BCS70 1970,0,2,0,0.0,-inf,BCS70
22-28 March 1972,1972,211.0,1972,3,BCS70 1970,0,3,0,0.0,-inf,BCS70
29-4 March/April 1972,1972,212.0,1972,3,BCS70 1970,0,4,0,0.0,-inf,BCS70
5-11 April 1972,1972,212.0,1972,3,BCS70 1970,0,5,0,0.0,-inf,BCS70
12-18 April 1972,1972,215.0,1972,3,BCS70 1970,0,6,0,0.0,-inf,BCS70
19-25 April 1972,1972,233.0,1972,3,BCS70 1970,0,7,0,0.0,-inf,BCS70
26-2 April/May 1972,1972,217.0,1972,3,BCS70 1970,0,8,0,0.0,-inf,BCS70
3-9 May 1972,1972,231.0,1972,3,BCS70 1970,0,9,0,0.0,-inf,BCS70
3-9 February 1944,1973,14.0,1944,1,NSHD 1946,29,1,0,0.957444989656175,-0.0434870116339831,NSHD
10-16 February 1944,1973,8.0,1944,1,NSHD 1946,29,2,0,0.547111422660671,-0.603102799569406,NSHD
17-23 February 1944,1973,9.0,1944,1,NSHD 1946,29,3,0,0.615500350493255,-0.485319763913022,NSHD
24-1 Feb/March 1944,1973,10.0,1944,1,NSHD 1946,29,4,0,0.683889278325839,-0.379959248255196,NSHD
3-9 March 1944,1973,9.0,1944,1,NSHD 1946,29,5,0,0.615500350493255,-0.485319763913022,NSHD
10-16 March 1944,1973,18.0,1944,1,NSHD 1946,29,6,0,1.23100070098651,0.207827416646923,NSHD
17-23 March 1944,1973,13.0,1944,1,NSHD 1946,29,7,0,0.889056061823591,-0.117594983787705,NSHD
24-30 March 1944,1973,17.0,1944,1,NSHD 1946,29,8,0,1.16261177315393,0.150669002806974,NSHD
31-6 March/April 1944,1973,8.0,1944,1,NSHD 1946,29,9,0,0.547111422660671,-0.603102799569406,NSHD
3-9 February 1945,1973,8.0,1945,1,NSHD 1946,28,1,0,0.582453585729887,-0.540505777867401,NSHD
10-16 February 1945,1973,2.0,1945,1,NSHD 1946,28,2,0,0.145613396432472,-1.92680013898729,NSHD
17-23 February 1945,1973,13.0,1945,1,NSHD 1946,28,3,0,0.946487076811067,-0.0549979620857005,NSHD
24-2 Feb/March 1945,1973,11.0,1945,1,NSHD 1946,28,4,0,0.800873680378595,-0.222052046748867,NSHD
3-9 March 1945,1973,18.0,1945,1,NSHD 1946,28,5,0,1.31052056789225,0.270424438348927,NSHD
10-16 March 1945,1973,5.0,1945,1,NSHD 1946,28,6,0,0.364033491081179,-1.01050940711314,NSHD
17-23 March 1945,1973,6.0,1945,1,NSHD 1946,28,7,0,0.436840189297415,-0.828187850319182,NSHD
24-30 March 1945,1973,8.0,1945,1,NSHD 1946,28,8,0,0.582453585729887,-0.540505777867401,NSHD
31-6 March/April 1945,1973,11.0,1945,1,NSHD 1946,28,9,0,0.800873680378595,-0.222052046748867,NSHD
3-9 February 1946,1973,9.0,1946,1,NSHD 1946,27,1,0,0.642054574638844,-0.443081971679471,NSHD
10-16 February 1946,1973,9.0,1946,1,NSHD 1946,27,2,0,0.642054574638844,-0.443081971679471,NSHD
17-23 February 1946,1973,7.0,1946,1,NSHD 1946,27,3,0,0.499375780274657,-0.694396399960377,NSHD
24-2 Feb/March 1946,1973,15.0,1946,1,NSHD 1946,27,4,0,1.07009095773141,0.0677436520865196,NSHD
3-9 March 1946,1973,10.0,1946,1,NSHD 1946,27,5,1,0.713393971820938,-0.337721456021645,NSHD
10-16 March 1946,1973,13.0,1946,1,NSHD 1946,27,6,0,0.92741216336722,-0.0753571915541538,NSHD
17-23 March 1946,1973,8.0,1946,1,NSHD 1946,27,7,0,0.57071517745675,-0.560865007335855,NSHD
24-30 March 1946,1973,5.0,1946,1,NSHD 1946,27,8,0,0.356696985910469,-1.03086863658159,NSHD
31-6 March/April 1946,1973,16.0,1946,1,NSHD 1946,27,9,0,1.1414303549135,0.132282173224091,NSHD
3-9 February 1947,1973,10.0,1947,1,NSHD 1946,26,1,0,0.542792395478539,-0.611028360923284,NSHD
10-16 February 1947,1973,11.0,1947,1,NSHD 1946,26,2,0,0.597071635026393,-0.515718181118959,NSHD
17-23 February 1947,1973,12.0,1947,1,NSHD 1946,26,3,0,0.651350874574247,-0.428706804129329,NSHD
24-2 Feb/March 1947,1973,13.0,1947,1,NSHD 1946,26,4,0,0.705630114122101,-0.348664096455793,NSHD
3-9 March 1947,1973,15.0,1947,1,NSHD 1946,26,5,0,0.814188593217809,-0.205563252815119,NSHD
10-16 March 1947,1973,11.0,1947,1,NSHD 1946,26,6,0,0.597071635026393,-0.515718181118959,NSHD
17-23 March 1947,1973,12.0,1947,1,NSHD 1946,26,7,0,0.651350874574247,-0.428706804129329,NSHD
24-30 March 1947,1973,9.0,1947,1,NSHD 1946,26,8,0,0.488513155930685,-0.71638887658111,NSHD
31-6 March/April 1947,1973,10.0,1947,1,NSHD 1946,26,9,0,0.542792395478539,-0.611028360923284,NSHD
3-9 February 1948,1973,11.0,1948,1,NSHD 1946,25,1,0,0.679326848849776,-0.386652899276565,NSHD
10-16 February 1948,1973,12.0,1948,1,NSHD 1946,25,2,0,0.741083835108847,-0.299641522286935,NSHD
17-23 February 1948,1973,13.0,1948,1,NSHD 1946,25,3,0,0.802840821367917,-0.219598814613398,NSHD
24-1 Feb/March 1948,1973,9.0,1948,1,NSHD 1946,25,4,0,0.555812876331635,-0.587323594738716,NSHD
3-9 March 1948,1973,11.0,1948,1,NSHD 1946,25,5,0,0.679326848849776,-0.386652899276565,NSHD
10-16 March 1948,1973,13.0,1948,1,NSHD 1946,25,6,0,0.802840821367917,-0.219598814613398,NSHD
17-23 March 1948,1973,10.0,1948,1,NSHD 1946,25,7,0,0.617569862590706,-0.481963079080889,NSHD
24-30 March 1948,1973,7.0,1948,1,NSHD 1946,25,8,0,0.432298903813494,-0.838638023019622,NSHD
31-6 March/April 1948,1973,11.0,1948,1,NSHD 1946,25,9,0,0.679326848849776,-0.386652899276565,NSHD
3-9 February 1956,1973,9.0,1956,2,NCDS 1958,17,1,0,0.639658848614073,-0.446820293790078,NCDS
10-16 February 1956,1973,13.0,1956,2,NCDS 1958,17,2,0,0.923951670220327,-0.0790955136647609,NCDS
17-23 February 1956,1973,10.0,1956,2,NCDS 1958,17,3,0,0.710732054015636,-0.341459778132252,NCDS
24-1 Feb/March 1956,1973,11.0,1956,2,NCDS 1958,17,4,0,0.7818052594172,-0.246149598327927,NCDS
3-9 March 1956,1973,12.0,1956,2,NCDS 1958,17,5,0,0.852878464818763,-0.159138221338297,NCDS
10-16 March 1956,1973,9.0,1956,2,NCDS 1958,17,6,0,0.639658848614073,-0.446820293790078,NCDS
17-23 March 1956,1973,13.0,1956,2,NCDS 1958,17,7,0,0.923951670220327,-0.0790955136647609,NCDS
24-30 March 1956,1973,8.0,1956,2,NCDS 1958,17,8,0,0.568585643212509,-0.564603329446462,NCDS
31-6 March/April 1956,1973,9.0,1956,2,NCDS 1958,17,9,0,0.639658848614073,-0.446820293790078,NCDS
3-9 February 1957,1973,3.0,1957,2,NCDS 1958,16,1,0,0.209926001084618,-1.56100018615114,NCDS
10-16 February 1957,1973,7.0,1957,2,NCDS 1958,16,2,0,0.489827335864108,-0.713702325763936,NCDS
17-23 February 1957,1973,7.0,1957,2,NCDS 1958,16,3,0,0.489827335864108,-0.713702325763936,NCDS
24-2 Feb/March 1957,1973,5.0,1957,2,NCDS 1958,16,4,0,0.349876668474363,-1.05017456238515,NCDS
3-9 March 1957,1973,7.0,1957,2,NCDS 1958,16,5,0,0.489827335864108,-0.713702325763936,NCDS
10-16 March 1957,1973,5.0,1957,2,NCDS 1958,16,6,0,0.349876668474363,-1.05017456238515,NCDS
17-23 March 1957,1973,7.0,1957,2,NCDS 1958,16,7,0,0.489827335864108,-0.713702325763936,NCDS
24-30 March 1957,1973,7.0,1957,2,NCDS 1958,16,8,0,0.489827335864108,-0.713702325763936,NCDS
31-6 March/April 1957,1973,8.0,1957,2,NCDS 1958,16,9,0,0.559802669558981,-0.580170933139413,NCDS
3-9 February 1958,1973,9.0,1958,2,NCDS 1958,15,1,0,0.615111232614564,-0.485952161489967,NCDS
10-16 February 1958,1973,10.0,1958,2,NCDS 1958,15,2,0,0.683456925127294,-0.380591645832141,NCDS
17-23 February 1958,1973,7.0,1958,2,NCDS 1958,15,3,0,0.478419847589106,-0.737266589770873,NCDS
24-2 Feb/March 1958,1973,2.0,1958,2,NCDS 1958,15,4,0,0.136691385025459,-1.99002955826624,NCDS
3-9 March 1958,1973,10.0,1958,2,NCDS 1958,15,5,1,0.683456925127294,-0.380591645832141,NCDS
10-16 March 1958,1973,5.0,1958,2,NCDS 1958,15,6,0,0.341728462563647,-1.07373882639209,NCDS
17-23 March 1958,1973,8.0,1958,2,NCDS 1958,15,7,0,0.546765540101835,-0.603735197146351,NCDS
24-30 March 1958,1973,6.0,1958,2,NCDS 1958,15,8,0,0.410074155076376,-0.891417269598132,NCDS
31-6 March/April 1958,1973,2.0,1958,2,NCDS 1958,15,9,0,0.136691385025459,-1.99002955826624,NCDS
3-9 February 1959,1973,5.0,1959,2,NCDS 1958,14,1,0,0.331120345689641,-1.10527338754112,NCDS
10-16 February 1959,1973,4.0,1959,2,NCDS 1958,14,2,0,0.264896276551713,-1.32841693885532,NCDS
17-23 February 1959,1973,6.0,1959,2,NCDS 1958,14,3,0,0.397344414827569,-0.92295183074716,NCDS
24-2 Feb/March 1959,1973,4.0,1959,2,NCDS 1958,14,4,0,0.264896276551713,-1.32841693885532,NCDS
3-9 March 1959,1973,9.0,1959,2,NCDS 1958,14,5,0,0.596016622241354,-0.517486722638996,NCDS
10-16 March 1959,1973,4.0,1959,2,NCDS 1958,14,6,0,0.264896276551713,-1.32841693885532,NCDS
17-23 March 1959,1973,4.0,1959,2,NCDS 1958,14,7,0,0.264896276551713,-1.32841693885532,NCDS
24-30 March 1959,1973,4.0,1959,2,NCDS 1958,14,8,0,0.264896276551713,-1.32841693885532,NCDS
31-6 March/April 1959,1973,9.0,1959,2,NCDS 1958,14,9,0,0.596016622241354,-0.517486722638996,NCDS
3-9 February 1960,1973,5.0,1960,2,NCDS 1958,13,1,0,0.310732707724815,-1.16882219704291,NCDS
10-16 February 1960,1973,3.0,1960,2,NCDS 1958,13,2,0,0.186439624634889,-1.6796478208089,NCDS
17-23 February 1960,1973,5.0,1960,2,NCDS 1958,13,3,0,0.310732707724815,-1.16882219704291,NCDS
24-1 Feb/March 1960,1973,2.0,1960,2,NCDS 1958,13,4,0,0.124293083089926,-2.08511292891707,NCDS
3-9 March 1960,1973,4.0,1960,2,NCDS 1958,13,5,0,0.248586166179852,-1.39196574835712,NCDS
10-16 March 1960,1973,3.0,1960,2,NCDS 1958,13,6,0,0.186439624634889,-1.6796478208089,NCDS
17-23 March 1960,1973,1.0,1960,2,NCDS 1958,13,7,0,0.062146541544963,-2.77826010947701,NCDS
24-30 March 1960,1973,7.0,1960,2,NCDS 1958,13,8,0,0.435025790814741,-0.8323499604217,NCDS
31-6 March/April 1960,1973,6.0,1960,2,NCDS 1958,13,9,0,0.372879249269778,-0.986500640248958,NCDS
8-14 March 1968,1973,13.0,1968,3,BCS70 1970,5,1,0,0.778082027801469,-0.250923326169419,BCS70
15-21 March 1968,1973,5.0,1968,3,BCS70 1970,5,2,0,0.299262318385181,-1.20643477119686,BCS70
22-28 March 1968,1973,6.0,1968,3,BCS70 1970,5,3,0,0.359114782062217,-1.0241132144029,BCS70
29-4 March/April 1968,1973,6.0,1968,3,BCS70 1970,5,4,0,0.359114782062217,-1.0241132144029,BCS70
5-11 April 1968,1973,4.0,1968,3,BCS70 1970,5,5,0,0.239409854708144,-1.42957832251107,BCS70
12-18 April 1968,1973,8.0,1968,3,BCS70 1970,5,6,0,0.478819709416289,-0.73643114195112,BCS70
19-25 April 1968,1973,4.0,1968,3,BCS70 1970,5,7,0,0.239409854708144,-1.42957832251107,BCS70
26-2 April/May 1968,1973,3.0,1968,3,BCS70 1970,5,8,0,0.179557391031108,-1.71726039496285,BCS70
3-9 May 1968,1973,6.0,1968,3,BCS70 1970,5,9,0,0.359114782062217,-1.0241132144029,BCS70
8-14 March 1969,1973,9.0,1969,3,BCS70 1970,4,1,0,0.557344562794154,-0.584571625654475,BCS70
