birth_week,cause,deaths,death_year,birth_year,group,cohort,study,age,week_in_year,rate
31-6 March/April 1957,other,10.0,1993,1957,2,0,NCDS,36,9,0.652145558888744
31-6 March/April 1957,respiratory,0.0,1993,1957,2,0,NCDS,36,9,0.0
31-6 March/April 1958,cancer,2.0,1993,1958,2,0,NCDS,35,9,0.13042911177774877
31-6 March/April 1958,cardiovascular,1.0,1993,1958,2,0,NCDS,35,9,0.06521455588887438
31-6 March/April 1958,external,8.0,1993,1958,2,0,NCDS,35,9,0.5217164471109951
31-6 March/April 1958,other,3.0,1993,1958,2,0,NCDS,35,9,0.1956436676666232
31-6 March/April 1958,respiratory,2.0,1993,1958,2,0,NCDS,35,9,0.13042911177774877
31-6 March/April 1959,cancer,1.0,1993,1959,2,0,NCDS,34,9,0.06521455588887438
31-6 March/April 1959,cardiovascular,1.0,1993,1959,2,0,NCDS,34,9,0.06521455588887438
31-6 March/April 1959,external,1.0,1993,1959,2,0,NCDS,34,9,0.06521455588887438
31-6 March/April 1959,other,4.0,1993,1959,2,0,NCDS,34,9,0.26085822355549754
31-6 March/April 1959,respiratory,1.0,1993,1959,2,0,NCDS,34,9,0.06521455588887438
31-6 March/April 1960,cancer,3.0,1993,1960,2,0,NCDS,33,9,0.1956436676666232
31-6 March/April 1960,cardiovascular,3.0,1993,1960,2,0,NCDS,33,9,0.1956436676666232
31-6 March/April 1960,external,6.0,1993,1960,2,0,NCDS,33,9,0.3912873353332464
31-6 March/April 1960,other,1.0,1993,1960,2,0,NCDS,33,9,0.06521455588887438
31-6 March/April 1960,respiratory,0.0,1993,1960,2,0,NCDS,33,9,0.0
5-11 April 1968,cancer,1.0,1993,1968,3,0,BCS70,25,8,0.06521455588887438
5-11 April 1968,cardiovascular,0.0,1993,1968,3,0,BCS70,25,8,0.0
5-11 April 1968,external,5.0,1993,1968,3,0,BCS70,25,8,0.326072779444372
5-11 April 1968,other,1.0,1993,1968,3,0,BCS70,25,8,0.06521455588887438
5-11 April 1968,respiratory,1.0,1993,1968,3,0,BCS70,25,8,0.06521455588887438
5-11 April 1969,cancer,1.0,1993,1969,3,0,BCS70,24,8,0.06521455588887438
5-11 April 1969,cardiovascular,0.0,1993,1969,3,0,BCS70,24,8,0.0
5-11 April 1969,external,4.0,1993,1969,3,0,BCS70,24,8,0.26085822355549754
5-11 April 1969,other,2.0,1993,1969,3,0,BCS70,24,8,0.13042911177774877
5-11 April 1969,respiratory,0.0,1993,1969,3,0,BCS70,24,8,0.0
5-11 April 1970,cancer,1.0,1993,1970,3,1,BCS70,23,8,0.06521455588887438
5-11 April 1970,cardiovascular,1.0,1993,1970,3,1,BCS70,23,8,0.06521455588887438
5-11 April 1970,external,5.0,1993,1970,3,1,BCS70,23,8,0.326072779444372
5-11 April 1970,other,2.0,1993,1970,3,1,BCS70,23,8,0.13042911177774877
5-11 April 1970,respiratory,0.0,1993,1970,3,1,BCS70,23,8,0.0
5-11 April 1971,cancer,1.0,1993,1971,3,0,BCS70,22,8,0.06521455588887438
5-11 April 1971,cardiovascular,0.0,1993,1971,3,0,BCS70,22,8,0.0
5-11 April 1971,external,5.0,1993,1971,3,0,BCS70,22,8,0.326072779444372
5-11 April 1971,other,1.0,1993,1971,3,0,BCS70,22,8,0.06521455588887438
5-11 April 1971,respiratory,0.0,1993,1971,3,0,BCS70,22,8,0.0
5-11 April 1972,cancer,2.0,1993,1972,3,0,BCS70,21,8,0.13042911177774877
5-11 April 1972,cardiovascular,0.0,1993,1972,3,0,BCS70,21,8,0.0
5-11 April 1972,external,4.0,1993,1972,3,0,BCS70,21,8,0.26085822355549754
5-11 April 1972,other,2.0,1993,1972,3,0,BCS70,21,8,0.13042911177774877
5-11 April 1972,respiratory,0.0,1993,1972,3,0,BCS70,21,8,0.0
8-14 March 1968,cancer,1.0,1993,1968,3,0,BCS70,25,9,0.06521455588887438
8-14 March 1968,cardiovascular,0.0,1993,1968,3,0,BCS70,25,9,0.0
8-14 March 1968,external,3.0,1993,1968,3,0,BCS70,25,9,0.1956436676666232
8-14 March 1968,other,3.0,1993,1968,3,0,BCS70,25,9,0.1956436676666232
8-14 March 1968,respiratory,0.0,1993,1968,3,0,BCS70,25,9,0.0
8-14 March 1969,cancer,2.0,1993,1969,3,0,BCS70,24,9,0.13042911177774877
8-14 March 1969,cardiovascular,0.0,1993,1969,3,0,BCS70,24,9,0.0
8-14 March 1969,external,2.0,1993,1969,3,0,BCS70,24,9,0.13042911177774877
8-14 March 1969,other,0.0,1993,1969,3,0,BCS70,24,9,0.0
8-14 March 1969,respiratory,1.0,1993,1969,3,0,BCS70,24,9,0.06521455588887438
8-14 March 1970,cancer,0.0,1993,1970,3,0,BCS70,23,9,0.0
8-14 March 1970,cardiovascular,0.0,1993,1970,3,0,BCS70,23,9,0.0
8-14 March 1970,external,7.0,1993,1970,3,0,BCS70,23,9,0.45650189122212076
8-14 March 1970,other,1.0,1993,1970,3,0,BCS70,23,9,0.06521455588887438
8-14 March 1970,respiratory,0.0,1993,1970,3,0,BCS70,23,9,0.0
8-14 March 1971,cancer,0.0,1993,1971,3,0,BCS70,22,9,0.0
8-14 March 1971,cardiovascular,2.0,1993,1971,3,0,BCS70,22,9,0.13042911177774877
8-14 March 1971,external,7.0,1993,1971,3,0,BCS70,22,9,0.45650189122212076
8-14 March 1971,other,2.0,1993,1971,3,0,BCS70,22,9,0.13042911177774877
8-14 March 1971,respiratory,1.0,1993,1971,3,0,BCS70,22,9,0.06521455588887438
8-14 March 1972,cancer,1.0,1993,1972,3,0,BCS70,21,9,0.06521455588887438
8-14 March 1972,cardiovascular,0.0,1993,1972,3,0,BCS70,21,9,0.0
8-14 March 1972,external,2.0,1993,1972,3,0,BCS70,21,9,0.13042911177774877
8-14 March 1972,other,1.0,1993,1972,3,0,BCS70,21,9,0.06521455588887438
8-14 March 1972,respiratory,0.0,1993,1972,3,0,BCS70,21,9,0.0
10-16 February 1944,cancer,19.0,1994,1944,1,0,NSHD,50,1,1.2390765618886135
10-16 February 1944,cardiovascular,14.0,1994,1944,1,0,NSHD,50,1,0.9130037824442415
10-16 February 1944,external,3.0,1994,1944,1,0,NSHD,50,1,0.1956436676666232
10-16 February 1944,other,7.0,1994,1944,1,0,NSHD,50,1,0.45650189122212076
10-16 February 1944,respiratory,2.0,1994,1944,1,0,NSHD,50,1,0.13042911177774877
10-16 February 1945,cancer,17.0,1994,1945,1,0,NSHD,49,1,1.1086474501108647
10-16 February 1945,cardiovascular,17.0,1994,1945,1,0,NSHD,49,1,1.1086474501108647
10-16 February 1945,external,4.0,1994,1945,1,0,NSHD,49,1,0.26085822355549754
10-16 February 1945,other,10.0,1994,1945,1,0,NSHD,49,1,0.652145558888744
10-16 February 1945,respiratory,3.0,1994,1945,1,0,NSHD,49,1,0.1956436676666232
10-16 February 1946,cancer,15.0,1994,1946,1,0,NSHD,48,1,0.978218338333116
10-16 February 1946,cardiovascular,15.0,1994,1946,1,0,NSHD,48,1,0.978218338333116
10-16 February 1946,external,2.0,1994,1946,1,0,NSHD,48,1,0.13042911177774877
10-16 February 1946,other,5.0,1994,1946,1,0,NSHD,48,1,0.326072779444372
10-16 February 1946,respiratory,2.0,1994,1946,1,0,NSHD,48,1,0.13042911177774877
10-16 February 1947,cancer,15.0,1994,1947,1,0,NSHD,47,1,0.978218338333116
10-16 February 1947,cardiovascular,10.0,1994,1947,1,0,NSHD,47,1,0.652145558888744
10-16 February 1947,external,2.0,1994,1947,1,0,NSHD,47,1,0.13042911177774877
10-16 February 1947,other,9.0,1994,1947,1,0,NSHD,47,1,0.5869310029998697
10-16 February 1947,respiratory,0.0,1994,1947,1,0,NSHD,47,1,0.0
10-16 February 1948,cancer,16.0,1994,1948,1,0,NSHD,46,1,1.0434328942219901
10-16 February 1948,cardiovascular,6.0,1994,1948,1,0,NSHD,46,1,0.3912873353332464
10-16 February 1948,external,11.0,1994,1948,1,0,NSHD,46,1,0.7173601147776184
10-16 February 1948,other,11.0,1994,1948,1,0,NSHD,46,1,0.7173601147776184
10-16 February 1948,respiratory,1.0,1994,1948,1,0,NSHD,46,1,0.06521455588887438
10-16 February 1956,cancer,6.0,1994,1956,2,0,NCDS,38,1,0.3912873353332464
10-16 February 1956,cardiovascular,2.0,1994,1956,2,0,NCDS,38,1,0.13042911177774877
10-16 February 1956,external,7.0,1994,1956,2,0,NCDS,38,1,0.45650189122212076
10-16 February 1956,other,4.0,1994,1956,2,0,NCDS,38,1,0.26085822355549754
10-16 February 1956,respiratory,1.0,1994,1956,2,0,NCDS,38,1,0.06521455588887438
10-16 February 1957,cancer,8.0,1994,1957,2,0,NCDS,37,1,0.5217164471109951
10-16 February 1957,cardiovascular,1.0,1994,1957,2,0,NCDS,37,1,0.06521455588887438
10-16 February 1957,external,5.0,1994,1957,2,0,NCDS,37,1,0.326072779444372
10-16 February 1957,other,3.0,1994,1957,2,0,NCDS,37,1,0.1956436676666232
10-16 February 1957,respiratory,2.0,1994,1957,2,0,NCDS,37,1,0.13042911177774877
10-16 February 1958,cancer,2.0,1994,1958,2,0,NCDS,36,1,0.13042911177774877
10-16 February 1958,cardiovascular,2.0,1994,1958,2,0,NCDS,36,1,0.13042911177774877
10-16 February 1958,external,6.0,1994,1958,2,0,NCDS,36,1,0.3912873353332464
10-16 February 1958,other,1.0,1994,1958,2,0,NCDS,36,1,0.06521455588887438
10-16 February 1958,respiratory,1.0,1994,1958,2,0,NCDS,36,1,0.06521455588887438
10-16 February 1959,cancer,1.0,1994,1959,2,0,NCDS,35,1,0.06521455588887438
10-16 February 1959,cardiovascular,1.0,1994,1959,2,0,NCDS,35,1,0.06521455588887438
10-16 February 1959,external,3.0,1994,1959,2,0,NCDS,35,1,0.1956436676666232
10-16 February 1959,other,6.0,1994,1959,2,0,NCDS,35,1,0.3912873353332464
10-16 February 1959,respiratory,1.0,1994,1959,2,0,NCDS,35,1,0.06521455588887438
10-16 February 1960,cancer,5.0,1994,1960,2,0,NCDS,34,1,0.326072779444372
10-16 February 1960,cardiovascular,2.0,1994,1960,2,0,NCDS,34,1,0.13042911177774877
10-16 February 1960,external,8.0,1994,1960,2,0,NCDS,34,1,0.5217164471109951
10-16 February 1960,other,0.0,1994,1960,2,0,NCDS,34,1,0.0
10-16 February 1960,respiratory,1.0,1994,1960,2,0,NCDS,34,1,0.06521455588887438
10-16 March 1944,cancer,21.0,1994,1944,1,0,NSHD,50,2,1.3695056736663622
10-16 March 1944,cardiovascular,10.0,1994,1944,1,0,NSHD,50,2,0.652145558888744
10-16 March 1944,external,4.0,1994,1944,1,0,NSHD,50,2,0.26085822355549754
10-16 March 1944,other,4.0,1994,1944,1,0,NSHD,50,2,0.26085822355549754
10-16 March 1944,respiratory,1.0,1994,1944,1,0,NSHD,50,2,0.06521455588887438
10-16 March 1945,cancer,23.0,1994,1945,1,0,NSHD,49,2,1.4999347854441112
10-16 March 1945,cardiovascular,11.0,1994,1945,1,0,NSHD,49,2,0.7173601147776184
10-16 March 1945,external,1.0,1994,1945,1,0,NSHD,49,2,0.06521455588887438
10-16 March 1945,other,4.0,1994,1945,1,0,NSHD,49,2,0.26085822355549754
10-16 March 1945,respiratory,3.0,1994,1945,1,0,NSHD,49,2,0.1956436676666232
10-16 March 1946,cancer,15.0,1994,1946,1,0,NSHD,48,2,0.978218338333116
10-16 March 1946,cardiovascular,14.0,1994,1946,1,0,NSHD,48,2,0.9130037824442415
10-16 March 1946,external,5.0,1994,1946,1,0,NSHD,48,2,0.326072779444372
10-16 March 1946,other,6.0,1994,1946,1,0,NSHD,48,2,0.3912873353332464
10-16 March 1946,respiratory,1.0,1994,1946,1,0,NSHD,48,2,0.06521455588887438
10-16 March 1947,cancer,14.0,1994,1947,1,0,NSHD,47,2,0.9130037824442415
10-16 March 1947,cardiovascular,16.0,1994,1947,1,0,NSHD,47,2,1.0434328942219901
10-16 March 1947,external,3.0,1994,1947,1,0,NSHD,47,2,0.1956436676666232
10-16 March 1947,other,6.0,1994,1947,1,0,NSHD,47,2,0.3912873353332464
10-16 March 1947,respiratory,2.0,1994,1947,1,0,NSHD,47,2,0.13042911177774877
10-16 March 1948,cancer,9.0,1994,1948,1,0,NSHD,46,2,0.5869310029998697
10-16 March 1948,cardiovascular,8.0,1994,1948,1,0,NSHD,46,2,0.5217164471109951
10-16 March 1948,external,4.0,1994,1948,1,0,NSHD,46,2,0.26085822355549754
10-16 March 1948,other,5.0,1994,1948,1,0,NSHD,46,2,0.326072779444372
10-16 March 1948,respiratory,0.0,1994,1948,1,0,NSHD,46,2,0.0
10-16 March 1956,cancer,6.0,1994,1956,2,0,NCDS,38,2,0.3912873353332464
10-16 March 1956,cardiovascular,2.0,1994,1956,2,0,NCDS,38,2,0.13042911177774877
10-16 March 1956,external,4.0,1994,1956,2,0,NCDS,38,2,0.26085822355549754
10-16 March 1956,other,4.0,1994,1956,2,0,NCDS,38,2,0.26085822355549754
10-16 March 1956,respiratory,0.0,1994,1956,2,0,NCDS,38,2,0.0
10-16 March 1957,cancer,7.0,1994,1957,2,0,NCDS,37,2,0.45650189122212076
10-16 March 1957,cardiovascular,0.0,1994,1957,2,0,NCDS,37,2,0.0
10-16 March 1957,external,6.0,1994,1957,2,0,NCDS,37,2,0.3912873353332464
10-16 March 1957,other,4.0,1994,1957,2,0,NCDS,37,2,0.26085822355549754
10-16 March 1957,respiratory,0.0,1994,1957,2,0,NCDS,37,2,0.0
10-16 March 1958,cancer,2.0,1994,1958,2,0,NCDS,36,2,0.13042911177774877
10-16 March 1958,cardiovascular,3.0,1994,1958,2,0,NCDS,36,2,0.1956436676666232
10-16 March 1958,external,4.0,1994,1958,2,0,NCDS,36,2,0.26085822355549754
10-16 March 1958,other,6.0,1994,1958,2,0,NCDS,36,2,0.3912873353332464
10-16 March 1958,respiratory,0.0,1994,1958,2,0,NCDS,36,2,0.0
10-16 March 1959,cancer,1.0,1994,1959,2,0,NCDS,35,2,0.06521455588887438
10-16 March 1959,cardiovascular,1.0,1994,1959,2,0,NCDS,35,2,0.06521455588887438
10-16 March 1959,external,2.0,1994,1959,2,0,NCDS,35,2,0.13042911177774877
10-16 March 1959,other,4.0,1994,1959,2,0,NCDS,35,2,0.26085822355549754
10-16 March 1959,respiratory,1.0,1994,1959,2,0,NCDS,35,2,0.06521455588887438
10-16 March 1960,cancer,3.0,1994,1960,2,0,NCDS,34,2,0.1956436676666232
10-16 March 1960,cardiovascular,2.0,1994,1960,2,0,NCDS,34,2,0.13042911177774877
10-16 March 1960,external,5.0,1994,1960,2,0,NCDS,34,2,0.326072779444372
10-16 March 1960,other,6.0,1994,1960,2,0,NCDS,34,2,0.3912873353332464
10-16 March 1960,respiratory,2.0,1994,1960,2,0,NCDS,34,2,0.13042911177774877
12-18 April 1968,cancer,2.0,1994,1968,3,0,BCS70,26,1,0.13042911177774877
12-18 April 1968,cardiovascular,1.0,1994,1968,3,0,BCS70,26,1,0.06521455588887438
12-18 April 1968,external,3.0,1994,1968,3,0,BCS70,26,1,0.1956436676666232
12-18 April 1968,other,5.0,1994,1968,3,0,BCS70,26,1,0.326072779444372
12-18 April 1968,respiratory,0.0,1994,1968,3,0,BCS70,26,1,0.0
12-18 April 1969,cancer,2.0,1994,1969,3,0,BCS70,25,1,0.13042911177774877
12-18 April 1969,cardiovascular,1.0,1994,1969,3,0,BCS70,25,1,0.06521455588887438
12-18 April 1969,external,5.0,1994,1969,3,0,BCS70,25,1,0.326072779444372
12-18 April 1969,other,2.0,1994,1969,3,0,BCS70,25,1,0.13042911177774877
12-18 April 1969,respiratory,0.0,1994,1969,3,0,BCS70,25,1,0.0
12-18 April 1970,cancer,1.0,1994,1970,3,0,BCS70,24,1,0.06521455588887438
12-18 April 1970,cardiovascular,0.0,1994,1970,3,0,BCS70,24,1,0.0
12-18 April 1970,external,3.0,1994,1970,3,0,BCS70,24,1,0.1956436676666232
12-18 April 1970,other,2.0,1994,1970,3,0,BCS70,24,1,0.13042911177774877
12-18 April 1970,respiratory,0.0,1994,1970,3,0,BCS70,24,1,0.0
12-18 April 1971,cancer,1.0,1994,1971,3,0,BCS70,23,1,0.06521455588887438
12-18 April 1971,cardiovascular,1.0,1994,1971,3,0,BCS70,23,1,0.06521455588887438
12-18 April 1971,external,5.0,1994,1971,3,0,BCS70,23,1,0.326072779444372
12-18 April 1971,other,1.0,1994,1971,3,0,BCS70,23,1,0.06521455588887438
12-18 April 1971,respiratory,0.0,1994,1971,3,0,BCS70,23,1,0.0
12-18 April 1972,cancer,1.0,1994,1972,3,0,BCS70,22,1,0.06521455588887438
12-18 April 1972,cardiovascular,1.0,1994,1972,3,0,BCS70,22,1,0.06521455588887438
12-18 April 1972,external,5.0,1994,1972,3,0,BCS70,22,1,0.326072779444372
12-18 April 1972,other,0.0,1994,1972,3,0,BCS70,22,1,0.0
12-18 April 1972,respiratory,0.0,1994,1972,3,0,BCS70,22,1,0.0
15-21 March 1968,cancer,2.0,1994,1968,3,0,BCS70,26,2,0.13042911177774877
15-21 March 1968,cardiovascular,1.0,1994,1968,3,0,BCS70,26,2,0.06521455588887438
15-21 March 1968,external,7.0,1994,1968,3,0,BCS70,26,2,0.45650189122212076
15-21 March 1968,other,1.0,1994,1968,3,0,BCS70,26,2,0.06521455588887438
15-21 March 1968,respiratory,0.0,1994,1968,3,0,BCS70,26,2,0.0
15-21 March 1969,cancer,1.0,1994,1969,3,0,BCS70,25,2,0.06521455588887438
15-21 March 1969,cardiovascular,1.0,1994,1969,3,0,BCS70,25,2,0.06521455588887438
15-21 March 1969,external,5.0,1994,1969,3,0,BCS70,25,2,0.326072779444372
15-21 March 1969,other,1.0,1994,1969,3,0,BCS70,25,2,0.06521455588887438
15-21 March 1969,respiratory,2.0,1994,1969,3,0,BCS70,25,2,0.13042911177774877
15-21 March 1970,cancer,0.0,1994,1970,3,0,BCS70,24,2,0.0
15-21 March 1970,cardiovascular,0.0,1994,1970,3,0,BCS70,24,2,0.0
15-21 March 1970,external,5.0,1994,1970,3,0,BCS70,24,2,0.326072779444372
15-21 March 1970,other,2.0,1994,1970,3,0,BCS70,24,2,0.13042911177774877
15-21 March 1970,respiratory,0.0,1994,1970,3,0,BCS70,24,2,0.0
15-21 March 1971,cancer,2.0,1994,1971,3,0,BCS70,23,2,0.13042911177774877
15-21 March 1971,cardiovascular,1.0,1994,1971,3,0,BCS70,23,2,0.06521455588887438
15-21 March 1971,external,3.0,1994,1971,3,0,BCS70,23,2,0.1956436676666232
15-21 March 1971,other,0.0,1994,1971,3,0,BCS70,23,2,0.0
15-21 March 1971,respiratory,0.0,1994,1971,3,0,BCS70,23,2,0.0
15-21 March 1972,cancer,1.0,1994,1972,3,0,BCS70,22,2,0.06521455588887438
15-21 March 1972,cardiovascular,0.0,1994,1972,3,0,BCS70,22,2,0.0
15-21 March 1972,external,3.0,1994,1972,3,0,BCS70,22,2,0.1956436676666232
15-21 March 1972,other,1.0,1994,1972,3,0,BCS70,22,2,0.06521455588887438
15-21 March 1972,respiratory,0.0,1994,1972,3,0,BCS70,22,2,0.0
17-23 February 1944,cancer,16.0,1994,1944,1,0,NSHD,50,3,1.0434328942219901
17-23 February 1944,cardiovascular,12.0,1994,1944,1,0,NSHD,50,3,0.7825746706664928
17-23 February 1944,external,4.0,1994,1944,1,0,NSHD,50,3,0.26085822355549754
17-23 February 1944,other,8.0,1994,1944,1,0,NSHD,50,3,0.5217164471109951
17-23 February 1944,respiratory,1.0,1994,1944,1,0,NSHD,50,3,0.06521455588887438
17-23 February 1945,cancer,10.0,1994,1945,1,0,NSHD,49,3,0.652145558888744
17-23 February 1945,cardiovascular,9.0,1994,1945,1,0,NSHD,49,3,0.5869310029998697
17-23 February 1945,external,1.0,1994,1945,1,0,NSHD,49,3,0.06521455588887438
17-23 February 1945,other,5.0,1994,1945,1,0,NSHD,49,3,0.326072779444372
17-23 February 1945,respiratory,0.0,1994,1945,1,0,NSHD,49,3,0.0
17-23 February 1946,cancer,14.0,1994,1946,1,0,NSHD,48,3,0.9130037824442415
17-23 February 1946,cardiovascular,12.0,1994,1946,1,0,NSHD,48,3,0.7825746706664928
17-23 February 1946,external,4.0,1994,1946,1,0,NSHD,48,3,0.26085822355549754
17-23 February 1946,other,3.0,1994,1946,1,0,NSHD,48,3,0.1956436676666232
17-23 February 1946,respiratory,1.0,1994,1946,1,0,NSHD,48,3,0.06521455588887438
17-23 February 1947,cancer,17.0,1994,1947,1,0,NSHD,47,3,1.1086474501108647
17-23 February 1947,cardiovascular,10.0,1994,1947,1,0,NSHD,47,3,0.652145558888744
17-23 February 1947,external,5.0,1994,1947,1,0,NSHD,47,3,0.326072779444372
17-23 February 1947,other,1.0,1994,1947,1,0,NSHD,47,3,0.06521455588887438
17-23 February 1947,respiratory,3.0,1994,1947,1,0,NSHD,47,3,0.1956436676666232
17-23 February 1948,cancer,13.0,1994,1948,1,0,NSHD,46,3,0.8477892265553671
17-23 February 1948,cardiovascular,7.0,1994,1948,1,0,NSHD,46,3,0.45650189122212076
17-23 February 1948,external,5.0,1994,1948,1,0,NSHD,46,3,0.326072779444372
17-23 February 1948,other,7.0,1994,1948,1,0,NSHD,46,3,0.45650189122212076
17-23 February 1948,respiratory,1.0,1994,1948,1,0,NSHD,46,3,0.06521455588887438
17-23 February 1956,cancer,3.0,1994,1956,2,0,NCDS,38,3,0.1956436676666232
17-23 February 1956,cardiovascular,3.0,1994,1956,2,0,NCDS,38,3,0.1956436676666232
17-23 February 1956,external,2.0,1994,1956,2,0,NCDS,38,3,0.13042911177774877
17-23 February 1956,other,0.0,1994,1956,2,0,NCDS,38,3,0.0
17-23 February 1956,respiratory,0.0,1994,1956,2,0,NCDS,38,3,0.0
17-23 February 1957,cancer,3.0,1994,1957,2,0,NCDS,37,3,0.1956436676666232
17-23 February 1957,cardiovascular,1.0,1994,1957,2,0,NCDS,37,3,0.06521455588887438
17-23 February 1957,external,5.0,1994,1957,2,0,NCDS,37,3,0.326072779444372
17-23 February 1957,other,4.0,1994,1957,2,0,NCDS,37,3,0.26085822355549754
17-23 February 1957,respiratory,0.0,1994,1957,2,0,NCDS,37,3,0.0
17-23 February 1958,cancer,3.0,1994,1958,2,0,NCDS,36,3,0.1956436676666232
17-23 February 1958,cardiovascular,2.0,1994,1958,2,0,NCDS,36,3,0.13042911177774877
17-23 February 1958,external,3.0,1994,1958,2,0,NCDS,36,3,0.1956436676666232
17-23 February 1958,other,4.0,1994,1958,2,0,NCDS,36,3,0.26085822355549754
17-23 February 1958,respiratory,0.0,1994,1958,2,0,NCDS,36,3,0.0
17-23 February 1959,cancer,3.0,1994,1959,2,0,NCDS,35,3,0.1956436676666232
17-23 February 1959,cardiovascular,3.0,1994,1959,2,0,NCDS,35,3,0.1956436676666232
17-23 February 1959,external,3.0,1994,1959,2,0,NCDS,35,3,0.1956436676666232
17-23 February 1959,other,2.0,1994,1959,2,0,NCDS,35,3,0.13042911177774877
17-23 February 1959,respiratory,1.0,1994,1959,2,0,NCDS,35,3,0.06521455588887438
17-23 February 1960,cancer,6.0,1994,1960,2,0,NCDS,34,3,0.3912873353332464
17-23 February 1960,cardiovascular,3.0,1994,1960,2,0,NCDS,34,3,0.1956436676666232
17-23 February 1960,external,5.0,1994,1960,2,0,NCDS,34,3,0.326072779444372
17-23 February 1960,other,4.0,1994,1960,2,0,NCDS,34,3,0.26085822355549754
17-23 February 1960,respiratory,2.0,1994,1960,2,0,NCDS,34,3,0.13042911177774877
17-23 March 1944,cancer,29.0,1994,1944,1,0,NSHD,50,4,1.8912221207773574
17-23 March 1944,cardiovascular,13.0,1994,1944,1,0,NSHD,50,4,0.8477892265553671
17-23 March 1944,external,1.0,1994,1944,1,0,NSHD,50,4,0.06521455588887438
17-23 March 1944,other,2.0,1994,1944,1,0,NSHD,50,4,0.13042911177774877
17-23 March 1944,respiratory,2.0,1994,1944,1,0,NSHD,50,4,0.13042911177774877
17-23 March 1945,cancer,14.0,1994,1945,1,0,NSHD,49,4,0.9130037824442415
17-23 March 1945,cardiovascular,11.0,1994,1945,1,0,NSHD,49,4,0.7173601147776184
17-23 March 1945,external,5.0,1994,1945,1,0,NSHD,49,4,0.326072779444372
17-23 March 1945,other,2.0,1994,1945,1,0,NSHD,49,4,0.13042911177774877
17-23 March 1945,respiratory,5.0,1994,1945,1,0,NSHD,49,4,0.326072779444372
17-23 March 1946,cancer,17.0,1994,1946,1,0,NSHD,48,4,1.1086474501108647
17-23 March 1946,cardiovascular,19.0,1994,1946,1,0,NSHD,48,4,1.2390765618886135
17-23 March 1946,external,5.0,1994,1946,1,0,NSHD,48,4,0.326072779444372
17-23 March 1946,other,4.0,1994,1946,1,0,NSHD,48,4,0.26085822355549754
17-23 March 1946,respiratory,1.0,1994,1946,1,0,NSHD,48,4,0.06521455588887438
17-23 March 1947,cancer,22.0,1994,1947,1,0,NSHD,47,4,1.4347202295552368
17-23 March 1947,cardiovascular,9.0,1994,1947,1,0,NSHD,47,4,0.5869310029998697
17-23 March 1947,external,3.0,1994,1947,1,0,NSHD,47,4,0.1956436676666232
17-23 March 1947,other,3.0,1994,1947,1,0,NSHD,47,4,0.1956436676666232
17-23 March 1947,respiratory,2.0,1994,1947,1,0,NSHD,47,4,0.13042911177774877
17-23 March 1948,cancer,15.0,1994,1948,1,0,NSHD,46,4,0.978218338333116
17-23 March 1948,cardiovascular,5.0,1994,1948,1,0,NSHD,46,4,0.326072779444372
17-23 March 1948,external,6.0,1994,1948,1,0,NSHD,46,4,0.3912873353332464
17-23 March 1948,other,7.0,1994,1948,1,0,NSHD,46,4,0.45650189122212076
17-23 March 1948,respiratory,4.0,1994,1948,1,0,NSHD,46,4,0.26085822355549754
17-23 March 1956,cancer,2.0,1994,1956,2,0,NCDS,38,4,0.13042911177774877
17-23 March 1956,cardiovascular,5.0,1994,1956,2,0,NCDS,38,4,0.326072779444372
17-23 March 1956,external,6.0,1994,1956,2,0,NCDS,38,4,0.3912873353332464
17-23 March 1956,other,4.0,1994,1956,2,0,NCDS,38,4,0.26085822355549754
17-23 March 1956,respiratory,2.0,1994,1956,2,0,NCDS,38,4,0.13042911177774877
17-23 March 1957,cancer,1.0,1994,1957,2,0,NCDS,37,4,0.06521455588887438
17-23 March 1957,cardiovascular,1.0,1994,1957,2,0,NCDS,37,4,0.06521455588887438
17-23 March 1957,external,3.0,1994,1957,2,0,NCDS,37,4,0.1956436676666232
17-23 March 1957,other,1.0,1994,1957,2,0,NCDS,37,4,0.06521455588887438
17-23 March 1957,respiratory,0.0,1994,1957,2,0,NCDS,37,4,0.0
17-23 March 1958,cancer,1.0,1994,1958,2,0,NCDS,36,4,0.06521455588887438
17-23 March 1958,cardiovascular,3.0,1994,1958,2,0,NCDS,36,4,0.1956436676666232
17-23 March 1958,external,5.0,1994,1958,2,0,NCDS,36,4,0.326072779444372
17-23 March 1958,other,9.0,1994,1958,2,0,NCDS,36,4,0.5869310029998697
17-23 March 1958,respiratory,0.0,1994,1958,2,0,NCDS,36,4,0.0
17-23 March 1959,cancer,5.0,1994,1959,2,0,NCDS,35,4,0.326072779444372
17-23 March 1959,cardiovascular,4.0,1994,1959,2,0,NCDS,35,4,0.26085822355549754
17-23 March 1959,external,4.0,1994,1959,2,0,NCDS,35,4,0.26085822355549754
17-23 March 1959,other,2.0,1994,1959,2,0,NCDS,35,4,0.13042911177774877
17-23 March 1959,respiratory,0.0,1994,1959,2,0,NCDS,35,4,0.0
17-23 March 1960,cancer,3.0,1994,1960,2,0,NCDS,34,4,0.1956436676666232
17-23 March 1960,cardiovascular,1.0,1994,1960,2,0,NCDS,34,4,0.06521455588887438
17-23 March 1960,external,7.0,1994,1960,2,0,NCDS,34,4,0.45650189122212076
