birth_week,death_year,deaths_total,birth_year,group,cohort,study,age,rate,week_in_year
3-9 February 1956,1995,15,1956,2,0,NCDS,39,0.978218338333116,7
10-16 February 1956,1995,15,1956,2,0,NCDS,39,0.978218338333116,1
17-23 February 1956,1995,18,1956,2,0,NCDS,39,1.1738620059997393,3
24-1 Feb/March 1956,1995,20,1956,2,0,NCDS,39,1.304291117777488,5
3-9 March 1956,1995,15,1956,2,0,NCDS,39,0.978218338333116,8
10-16 March 1956,1995,11,1956,2,0,NCDS,39,0.7173601147776184,2
17-23 March 1956,1995,19,1956,2,0,NCDS,39,1.2390765618886135,4
24-30 March 1956,1995,22,1956,2,0,NCDS,39,1.4347202295552368,6
31-6 March/April 1956,1995,23,1956,2,0,NCDS,39,1.4999347854441112,9
3-9 February 1957,1995,8,1957,2,0,NCDS,38,0.5217164471109951,7
10-16 February 1957,1995,27,1957,2,0,NCDS,38,1.7607930089996087,1
17-23 February 1957,1995,24,1957,2,0,NCDS,38,1.5651493413329856,3
24-2 Feb/March 1957,1995,10,1957,2,0,NCDS,38,0.652145558888744,5
3-9 March 1957,1995,16,1957,2,0,NCDS,38,1.0434328942219901,8
10-16 March 1957,1995,14,1957,2,0,NCDS,38,0.9130037824442415,2
17-23 March 1957,1995,18,1957,2,0,NCDS,38,1.1738620059997393,4
24-30 March 1957,1995,12,1957,2,0,NCDS,38,0.7825746706664928,6
31-6 March/April 1957,1995,19,1957,2,0,NCDS,38,1.2390765618886135,9
3-9 February 1958,1995,11,1958,2,0,NCDS,37,0.7173601147776184,7
10-16 February 1958,1995,17,1958,2,0,NCDS,37,1.1086474501108647,1
17-23 February 1958,1995,16,1958,2,0,NCDS,37,1.0434328942219901,3
24-2 Feb/March 1958,1995,18,1958,2,0,NCDS,37,1.1738620059997393,5
3-9 March 1958,1995,13,1958,2,1,NCDS,37,0.8477892265553671,8
10-16 March 1958,1995,15,1958,2,0,NCDS,37,0.978218338333116,2
17-23 March 1958,1995,14,1958,2,0,NCDS,37,0.9130037824442415,4
24-30 March 1958,1995,9,1958,2,0,NCDS,37,0.5869310029998697,6
31-6 March/April 1958,1995,13,1958,2,0,NCDS,37,0.8477892265553671,9
3-9 February 1959,1995,11,1959,2,0,NCDS,36,0.7173601147776184,7
10-16 February 1959,1995,20,1959,2,0,NCDS,36,1.304291117777488,1
17-23 February 1959,1995,17,1959,2,0,NCDS,36,1.1086474501108647,3
24-2 Feb/March 1959,1995,17,1959,2,0,NCDS,36,1.1086474501108647,5
3-9 March 1959,1995,12,1959,2,0,NCDS,36,0.7825746706664928,8
10-16 March 1959,1995,19,1959,2,0,NCDS,36,1.2390765618886135,2
17-23 March 1959,1995,14,1959,2,0,NCDS,36,0.9130037824442415,4
24-30 March 1959,1995,16,1959,2,0,NCDS,36,1.0434328942219901,6
31-6 March/April 1959,1995,9,1959,2,0,NCDS,36,0.5869310029998697,9
3-9 February 1960,1995,5,1960,2,0,NCDS,35,0.326072779444372,7
10-16 February 1960,1995,13,1960,2,0,NCDS,35,0.8477892265553671,1
17-23 February 1960,1995,12,1960,2,0,NCDS,35,0.7825746706664928,3
24-1 Feb/March 1960,1995,11,1960,2,0,NCDS,35,0.7173601147776184,5
3-9 March 1960,1995,15,1960,2,0,NCDS,35,0.978218338333116,8
10-16 March 1960,1995,16,1960,2,0,NCDS,35,1.0434328942219901,2
17-23 March 1960,1995,17,1960,2,0,NCDS,35,1.1086474501108647,4
24-30 March 1960,1995,11,1960,2,0,NCDS,35,0.7173601147776184,6
31-6 March/April 1960,1995,18,1960,2,0,NCDS,35,1.1738620059997393,9
8-14 March 1968,1995,10,1968,3,0,BCS70,27,0.652145558888744,9
15-21 March 1968,1995,10,1968,3,0,BCS70,27,0.652145558888744,2
22-28 March 1968,1995,7,1968,3,0,BCS70,27,0.45650189122212076,4
29-4 March/April 1968,1995,10,1968,3,0,BCS70,27,0.652145558888744,6
5-11 April 1968,1995,6,1968,3,0,BCS70,27,0.3912873353332464,8
12-18 April 1968,1995,20,1968,3,0,BCS70,27,1.304291117777488,1
19-25 April 1968,1995,10,1968,3,0,BCS70,27,0.652145558888744,3
26-2 April/May 1968,1995,11,1968,3,0,BCS70,27,0.7173601147776184,5
3-9 May 1968,1995,5,1968,3,0,BCS70,27,0.326072779444372,7
8-14 March 1969,1995,5,1969,3,0,BCS70,26,0.326072779444372,9
15-21 March 1969,1995,17,1969,3,0,BCS70,26,1.1086474501108647,2
22-28 March 1969,1995,11,1969,3,0,BCS70,26,0.7173601147776184,4
29-4 March/April 1969,1995,6,1969,3,0,BCS70,26,0.3912873353332464,6
5-11 April 1969,1995,11,1969,3,0,BCS70,26,0.7173601147776184,8
12-18 April 1969,1995,4,1969,3,0,BCS70,26,0.26085822355549754,1
19-25 April 1969,1995,5,1969,3,0,BCS70,26,0.326072779444372,3
26-2 April/May 1969,1995,7,1969,3,0,BCS70,26,0.45650189122212076,5
3-9 May 1969,1995,7,1969,3,0,BCS70,26,0.45650189122212076,7
8-14 March 1970,1995,18,1970,3,0,BCS70,25,1.1738620059997393,9
15-21 March 1970,1995,7,1970,3,0,BCS70,25,0.45650189122212076,2
22-28 March 1970,1995,11,1970,3,0,BCS70,25,0.7173601147776184,4
29-4 March/April 1970,1995,11,1970,3,0,BCS70,25,0.7173601147776184,6
5-11 April 1970,1995,8,1970,3,1,BCS70,25,0.5217164471109951,8
12-18 April 1970,1995,13,1970,3,0,BCS70,25,0.8477892265553671,1
19-25 April 1970,1995,8,1970,3,0,BCS70,25,0.5217164471109951,3
26-2 April/May 1970,1995,5,1970,3,0,BCS70,25,0.326072779444372,5
3-9 May 1970,1995,11,1970,3,0,BCS70,25,0.7173601147776184,7
8-14 March 1971,1995,5,1971,3,0,BCS70,24,0.326072779444372,9
15-21 March 1971,1995,4,1971,3,0,BCS70,24,0.26085822355549754,2
22-28 March 1971,1995,12,1971,3,0,BCS70,24,0.7825746706664928,4
29-4 March/April 1971,1995,8,1971,3,0,BCS70,24,0.5217164471109951,6
5-11 April 1971,1995,9,1971,3,0,BCS70,24,0.5869310029998697,8
12-18 April 1971,1995,7,1971,3,0,BCS70,24,0.45650189122212076,1
19-25 April 1971,1995,3,1971,3,0,BCS70,24,0.1956436676666232,3
26-2 April/May 1971,1995,15,1971,3,0,BCS70,24,0.978218338333116,5
3-9 May 1971,1995,9,1971,3,0,BCS70,24,0.5869310029998697,7
8-14 March 1972,1995,7,1972,3,0,BCS70,23,0.45650189122212076,9
15-21 March 1972,1995,14,1972,3,0,BCS70,23,0.9130037824442415,2
22-28 March 1972,1995,5,1972,3,0,BCS70,23,0.326072779444372,4
29-4 March/April 1972,1995,10,1972,3,0,BCS70,23,0.652145558888744,6
5-11 April 1972,1995,6,1972,3,0,BCS70,23,0.3912873353332464,8
12-18 April 1972,1995,6,1972,3,0,BCS70,23,0.3912873353332464,1
19-25 April 1972,1995,6,1972,3,0,BCS70,23,0.3912873353332464,3
26-2 April/May 1972,1995,8,1972,3,0,BCS70,23,0.5217164471109951,5
3-9 May 1972,1995,9,1972,3,0,BCS70,23,0.5869310029998697,7
3-9 February 1944,1996,44,1944,1,0,NSHD,52,2.8694404591104736,7
10-16 February 1944,1996,52,1944,1,0,NSHD,52,3.3911569062214686,1
17-23 February 1944,1996,57,1944,1,0,NSHD,52,3.7172296856658407,3
24-1 Feb/March 1944,1996,56,1944,1,0,NSHD,52,3.652015129776966,5
3-9 March 1944,1996,54,1944,1,0,NSHD,52,3.5215860179992173,8
10-16 March 1944,1996,52,1944,1,0,NSHD,52,3.3911569062214686,2
17-23 March 1944,1996,50,1944,1,0,NSHD,52,3.26072779444372,4
24-30 March 1944,1996,37,1944,1,0,NSHD,52,2.4129385678883524,6
31-6 March/April 1944,1996,52,1944,1,0,NSHD,52,3.3911569062214686,9
3-9 February 1945,1996,38,1945,1,0,NSHD,51,2.478153123777227,7
10-16 February 1945,1996,47,1945,1,0,NSHD,51,3.0650841267770965,1
17-23 February 1945,1996,55,1945,1,0,NSHD,51,3.586800573888092,3
24-2 Feb/March 1945,1996,36,1945,1,0,NSHD,51,2.3477240119994787,5
3-9 March 1945,1996,49,1945,1,0,NSHD,51,3.1955132385548453,8
10-16 March 1945,1996,50,1945,1,0,NSHD,51,3.26072779444372,2
17-23 March 1945,1996,36,1945,1,0,NSHD,51,2.3477240119994787,4
24-30 March 1945,1996,53,1945,1,0,NSHD,51,3.456371462110343,6
31-6 March/April 1945,1996,46,1945,1,0,NSHD,51,2.9998695708882224,9
3-9 February 1946,1996,48,1946,1,0,NSHD,50,3.130298682665971,7
10-16 February 1946,1996,57,1946,1,0,NSHD,50,3.7172296856658407,1
17-23 February 1946,1996,50,1946,1,0,NSHD,50,3.26072779444372,3
24-2 Feb/March 1946,1996,42,1946,1,0,NSHD,50,2.7390113473327244,5
3-9 March 1946,1996,49,1946,1,1,NSHD,50,3.1955132385548453,8
10-16 March 1946,1996,37,1946,1,0,NSHD,50,2.4129385678883524,2
17-23 March 1946,1996,48,1946,1,0,NSHD,50,3.130298682665971,4
24-30 March 1946,1996,53,1946,1,0,NSHD,50,3.456371462110343,6
31-6 March/April 1946,1996,40,1946,1,0,NSHD,50,2.608582235554976,9
3-9 February 1947,1996,44,1947,1,0,NSHD,49,2.8694404591104736,7
10-16 February 1947,1996,45,1947,1,0,NSHD,49,2.9346550149993478,1
17-23 February 1947,1996,46,1947,1,0,NSHD,49,2.9998695708882224,3
24-2 Feb/March 1947,1996,54,1947,1,0,NSHD,49,3.5215860179992173,5
3-9 March 1947,1996,38,1947,1,0,NSHD,49,2.478153123777227,8
10-16 March 1947,1996,55,1947,1,0,NSHD,49,3.586800573888092,2
17-23 March 1947,1996,50,1947,1,0,NSHD,49,3.26072779444372,4
24-30 March 1947,1996,63,1947,1,0,NSHD,49,4.108517020999087,6
31-6 March/April 1947,1996,53,1947,1,0,NSHD,49,3.456371462110343,9
3-9 February 1948,1996,29,1948,1,0,NSHD,48,1.8912221207773574,7
10-16 February 1948,1996,43,1948,1,0,NSHD,48,2.804225903221599,1
17-23 February 1948,1996,35,1948,1,0,NSHD,48,2.282509456110604,3
24-1 Feb/March 1948,1996,33,1948,1,0,NSHD,48,2.152080344332855,5
3-9 March 1948,1996,35,1948,1,0,NSHD,48,2.282509456110604,8
10-16 March 1948,1996,36,1948,1,0,NSHD,48,2.3477240119994787,2
17-23 March 1948,1996,38,1948,1,0,NSHD,48,2.478153123777227,4
24-30 March 1948,1996,40,1948,1,0,NSHD,48,2.608582235554976,6
31-6 March/April 1948,1996,42,1948,1,0,NSHD,48,2.7390113473327244,9
3-9 February 1956,1996,11,1956,2,0,NCDS,40,0.7173601147776184,7
10-16 February 1956,1996,15,1956,2,0,NCDS,40,0.978218338333116,1
17-23 February 1956,1996,20,1956,2,0,NCDS,40,1.304291117777488,3
24-1 Feb/March 1956,1996,13,1956,2,0,NCDS,40,0.8477892265553671,5
3-9 March 1956,1996,25,1956,2,0,NCDS,40,1.63036389722186,8
10-16 March 1956,1996,26,1956,2,0,NCDS,40,1.6955784531107343,2
17-23 March 1956,1996,18,1956,2,0,NCDS,40,1.1738620059997393,4
24-30 March 1956,1996,20,1956,2,0,NCDS,40,1.304291117777488,6
31-6 March/April 1956,1996,18,1956,2,0,NCDS,40,1.1738620059997393,9
3-9 February 1957,1996,21,1957,2,0,NCDS,39,1.3695056736663622,7
10-16 February 1957,1996,25,1957,2,0,NCDS,39,1.63036389722186,1
17-23 February 1957,1996,16,1957,2,0,NCDS,39,1.0434328942219901,3
24-2 Feb/March 1957,1996,14,1957,2,0,NCDS,39,0.9130037824442415,5
3-9 March 1957,1996,19,1957,2,0,NCDS,39,1.2390765618886135,8
10-16 March 1957,1996,18,1957,2,0,NCDS,39,1.1738620059997393,2
17-23 March 1957,1996,22,1957,2,0,NCDS,39,1.4347202295552368,4
24-30 March 1957,1996,21,1957,2,0,NCDS,39,1.3695056736663622,6
31-6 March/April 1957,1996,13,1957,2,0,NCDS,39,0.8477892265553671,9
3-9 February 1958,1996,21,1958,2,0,NCDS,38,1.3695056736663622,7
10-16 February 1958,1996,19,1958,2,0,NCDS,38,1.2390765618886135,1
17-23 February 1958,1996,14,1958,2,0,NCDS,38,0.9130037824442415,3
24-2 Feb/March 1958,1996,13,1958,2,0,NCDS,38,0.8477892265553671,5
3-9 March 1958,1996,10,1958,2,1,NCDS,38,0.652145558888744,8
10-16 March 1958,1996,21,1958,2,0,NCDS,38,1.3695056736663622,2
17-23 March 1958,1996,21,1958,2,0,NCDS,38,1.3695056736663622,4
24-30 March 1958,1996,16,1958,2,0,NCDS,38,1.0434328942219901,6
31-6 March/April 1958,1996,26,1958,2,0,NCDS,38,1.6955784531107343,9
3-9 February 1959,1996,15,1959,2,0,NCDS,37,0.978218338333116,7
10-16 February 1959,1996,14,1959,2,0,NCDS,37,0.9130037824442415,1
17-23 February 1959,1996,16,1959,2,0,NCDS,37,1.0434328942219901,3
24-2 Feb/March 1959,1996,18,1959,2,0,NCDS,37,1.1738620059997393,5
3-9 March 1959,1996,13,1959,2,0,NCDS,37,0.8477892265553671,8
10-16 March 1959,1996,18,1959,2,0,NCDS,37,1.1738620059997393,2
17-23 March 1959,1996,13,1959,2,0,NCDS,37,0.8477892265553671,4
24-30 March 1959,1996,19,1959,2,0,NCDS,37,1.2390765618886135,6
31-6 March/April 1959,1996,16,1959,2,0,NCDS,37,1.0434328942219901,9
3-9 February 1960,1996,14,1960,2,0,NCDS,36,0.9130037824442415,7
10-16 February 1960,1996,16,1960,2,0,NCDS,36,1.0434328942219901,1
17-23 February 1960,1996,4,1960,2,0,NCDS,36,0.26085822355549754,3
24-1 Feb/March 1960,1996,8,1960,2,0,NCDS,36,0.5217164471109951,5
3-9 March 1960,1996,24,1960,2,0,NCDS,36,1.5651493413329856,8
10-16 March 1960,1996,15,1960,2,0,NCDS,36,0.978218338333116,2
17-23 March 1960,1996,19,1960,2,0,NCDS,36,1.2390765618886135,4
24-30 March 1960,1996,18,1960,2,0,NCDS,36,1.1738620059997393,6
31-6 March/April 1960,1996,9,1960,2,0,NCDS,36,0.5869310029998697,9
8-14 March 1968,1996,14,1968,3,0,BCS70,28,0.9130037824442415,9
15-21 March 1968,1996,9,1968,3,0,BCS70,28,0.5869310029998697,2
22-28 March 1968,1996,11,1968,3,0,BCS70,28,0.7173601147776184,4
29-4 March/April 1968,1996,10,1968,3,0,BCS70,28,0.652145558888744,6
5-11 April 1968,1996,12,1968,3,0,BCS70,28,0.7825746706664928,8
12-18 April 1968,1996,4,1968,3,0,BCS70,28,0.26085822355549754,1
19-25 April 1968,1996,8,1968,3,0,BCS70,28,0.5217164471109951,3
26-2 April/May 1968,1996,10,1968,3,0,BCS70,28,0.652145558888744,5
3-9 May 1968,1996,9,1968,3,0,BCS70,28,0.5869310029998697,7
8-14 March 1969,1996,19,1969,3,0,BCS70,27,1.2390765618886135,9
15-21 March 1969,1996,11,1969,3,0,BCS70,27,0.7173601147776184,2
22-28 March 1969,1996,10,1969,3,0,BCS70,27,0.652145558888744,4
29-4 March/April 1969,1996,11,1969,3,0,BCS70,27,0.7173601147776184,6
5-11 April 1969,1996,10,1969,3,0,BCS70,27,0.652145558888744,8
12-18 April 1969,1996,12,1969,3,0,BCS70,27,0.7825746706664928,1
19-25 April 1969,1996,5,1969,3,0,BCS70,27,0.326072779444372,3
26-2 April/May 1969,1996,10,1969,3,0,BCS70,27,0.652145558888744,5
3-9 May 1969,1996,9,1969,3,0,BCS70,27,0.5869310029998697,7
8-14 March 1970,1996,9,1970,3,0,BCS70,26,0.5869310029998697,9
15-21 March 1970,1996,5,1970,3,0,BCS70,26,0.326072779444372,2
22-28 March 1970,1996,9,1970,3,0,BCS70,26,0.5869310029998697,4
29-4 March/April 1970,1996,15,1970,3,0,BCS70,26,0.978218338333116,6
5-11 April 1970,1996,13,1970,3,1,BCS70,26,0.8477892265553671,8
12-18 April 1970,1996,13,1970,3,0,BCS70,26,0.8477892265553671,1
19-25 April 1970,1996,7,1970,3,0,BCS70,26,0.45650189122212076,3
26-2 April/May 1970,1996,9,1970,3,0,BCS70,26,0.5869310029998697,5
3-9 May 1970,1996,6,1970,3,0,BCS70,26,0.3912873353332464,7
8-14 March 1971,1996,6,1971,3,0,BCS70,25,0.3912873353332464,9
15-21 March 1971,1996,10,1971,3,0,BCS70,25,0.652145558888744,2
22-28 March 1971,1996,5,1971,3,0,BCS70,25,0.326072779444372,4
29-4 March/April 1971,1996,14,1971,3,0,BCS70,25,0.9130037824442415,6
5-11 April 1971,1996,13,1971,3,0,BCS70,25,0.8477892265553671,8
12-18 April 1971,1996,7,1971,3,0,BCS70,25,0.45650189122212076,1
19-25 April 1971,1996,10,1971,3,0,BCS70,25,0.652145558888744,3
26-2 April/May 1971,1996,12,1971,3,0,BCS70,25,0.7825746706664928,5
3-9 May 1971,1996,10,1971,3,0,BCS70,25,0.652145558888744,7
8-14 March 1972,1996,8,1972,3,0,BCS70,24,0.5217164471109951,9
15-21 March 1972,1996,8,1972,3,0,BCS70,24,0.5217164471109951,2
22-28 March 1972,1996,6,1972,3,0,BCS70,24,0.3912873353332464,4
29-4 March/April 1972,1996,10,1972,3,0,BCS70,24,0.652145558888744,6
5-11 April 1972,1996,8,1972,3,0,BCS70,24,0.5217164471109951,8
12-18 April 1972,1996,7,1972,3,0,BCS70,24,0.45650189122212076,1
19-25 April 1972,1996,6,1972,3,0,BCS70,24,0.3912873353332464,3
26-2 April/May 1972,1996,10,1972,3,0,BCS70,24,0.652145558888744,5
3-9 May 1972,1996,6,1972,3,0,BCS70,24,0.3912873353332464,7
3-9 February 1944,1997,56,1944,1,0,NSHD,53,3.652015129776966,7
10-16 February 1944,1997,59,1944,1,0,NSHD,53,3.8476587974435894,1
17-23 February 1944,1997,56,1944,1,0,NSHD,53,3.652015129776966,3
24-1 Feb/March 1944,1997,59,1944,1,0,NSHD,53,3.8476587974435894,5
3-9 March 1944,1997,42,1944,1,0,NSHD,53,2.7390113473327244,8
10-16 March 1944,1997,72,1944,1,0,NSHD,53,4.695448023998957,2
17-23 March 1944,1997,69,1944,1,0,NSHD,53,4.499804356332333,4
24-30 March 1944,1997,65,1944,1,0,NSHD,53,4.238946132776836,6
31-6 March/April 1944,1997,57,1944,1,0,NSHD,53,3.7172296856658407,9
3-9 February 1945,1997,44,1945,1,0,NSHD,52,2.8694404591104736,7
10-16 February 1945,1997,58,1945,1,0,NSHD,52,3.782444241554715,1
17-23 February 1945,1997,59,1945,1,0,NSHD,52,3.8476587974435894,3
24-2 Feb/March 1945,1997,52,1945,1,0,NSHD,52,3.3911569062214686,5
3-9 March 1945,1997,55,1945,1,0,NSHD,52,3.586800573888092,8
10-16 March 1945,1997,51,1945,1,0,NSHD,52,3.3259423503325944,2
17-23 March 1945,1997,55,1945,1,0,NSHD,52,3.586800573888092,4
24-30 March 1945,1997,42,1945,1,0,NSHD,52,2.7390113473327244,6
31-6 March/April 1945,1997,43,1945,1,0,NSHD,52,2.804225903221599,9
3-9 February 1946,1997,36,1946,1,0,NSHD,51,2.3477240119994787,7
10-16 February 1946,1997,47,1946,1,0,NSHD,51,3.0650841267770965,1
17-23 February 1946,1997,48,1946,1,0,NSHD,51,3.130298682665971,3
24-2 Feb/March 1946,1997,61,1946,1,0,NSHD,51,3.9780879092213377,5
3-9 March 1946,1997,57,1946,1,1,NSHD,51,3.7172296856658407,8
10-16 March 1946,1997,36,1946,1,0,NSHD,51,2.3477240119994787,2
17-23 March 1946,1997,51,1946,1,0,NSHD,51,3.3259423503325944,4
24-30 March 1946,1997,49,1946,1,0,NSHD,51,3.1955132385548453,6
31-6 March/April 1946,1997,56,1946,1,0,NSHD,51,3.652015129776966,9
3-9 February 1947,1997,47,1947,1,0,NSHD,50,3.0650841267770965,7
10-16 February 1947,1997,50,1947,1,0,NSHD,50,3.26072779444372,1
17-23 February 1947,1997,49,1947,1,0,NSHD,50,3.1955132385548453,3
24-2 Feb/March 1947,1997,58,1947,1,0,NSHD,50,3.782444241554715,5
3-9 March 1947,1997,50,1947,1,0,NSHD,50,3.26072779444372,8
10-16 March 1947,1997,51,1947,1,0,NSHD,50,3.3259423503325944,2
17-23 March 1947,1997,54,1947,1,0,NSHD,50,3.5215860179992173,4
24-30 March 1947,1997,49,1947,1,0,NSHD,50,3.1955132385548453,6
31-6 March/April 1947,1997,67,1947,1,0,NSHD,50,4.369375244554585,9
3-9 February 1948,1997,39,1948,1,0,NSHD,49,2.5433676796661016,7
10-16 February 1948,1997,39,1948,1,0,NSHD,49,2.5433676796661016,1
17-23 February 1948,1997,53,1948,1,0,NSHD,49,3.456371462110343,3
24-1 Feb/March 1948,1997,59,1948,1,0,NSHD,49,3.8476587974435894,5
3-9 March 1948,1997,35,1948,1,0,NSHD,49,2.282509456110604,8
10-16 March 1948,1997,37,1948,1,0,NSHD,49,2.4129385678883524,2
17-23 March 1948,1997,49,1948,1,0,NSHD,49,3.1955132385548453,4
24-30 March 1948,1997,51,1948,1,0,NSHD,49,3.3259423503325944,6
31-6 March/April 1948,1997,55,1948,1,0,NSHD,49,3.586800573888092,9
3-9 February 1956,1997,23,1956,2,0,NCDS,41,1.4999347854441112,7
10-16 February 1956,1997,20,1956,2,0,NCDS,41,1.304291117777488,1
17-23 February 1956,1997,15,1956,2,0,NCDS,41,0.978218338333116,3
24-1 Feb/March 1956,1997,22,1956,2,0,NCDS,41,1.4347202295552368,5
3-9 March 1956,1997,17,1956,2,0,NCDS,41,1.1086474501108647,8
10-16 March 1956,1997,20,1956,2,0,NCDS,41,1.304291117777488,2
17-23 March 1956,1997,27,1956,2,0,NCDS,41,1.7607930089996087,4
24-30 March 1956,1997,18,1956,2,0,NCDS,41,1.1738620059997393,6
31-6 March/April 1956,1997,15,1956,2,0,NCDS,41,0.978218338333116,9
3-9 February 1957,1997,20,1957,2,0,NCDS,40,1.304291117777488,7
10-16 February 1957,1997,14,1957,2,0,NCDS,40,0.9130037824442415,1
17-23 February 1957,1997,18,1957,2,0,NCDS,40,1.1738620059997393,3
24-2 Feb/March 1957,1997,12,1957,2,0,NCDS,40,0.7825746706664928,5
3-9 March 1957,1997,25,1957,2,0,NCDS,40,1.63036389722186,8
10-16 March 1957,1997,30,1957,2,0,NCDS,40,1.956436676666232,2
17-23 March 1957,1997,19,1957,2,0,NCDS,40,1.2390765618886135,4
24-30 March 1957,1997,18,1957,2,0,NCDS,40,1.1738620059997393,6
31-6 March/April 1957,1997,27,1957,2,0,NCDS,40,1.7607930089996087,9
3-9 February 1958,1997,15,1958,2,0,NCDS,39,0.978218338333116,7
10-16 February 1958,1997,14,1958,2,0,NCDS,39,0.9130037824442415,1
17-23 February 1958,1997,18,1958,2,0,NCDS,39,1.1738620059997393,3
24-2 Feb/March 1958,1997,15,1958,2,0,NCDS,39,0.978218338333116,5
3-9 March 1958,1997,24,1958,2,1,NCDS,39,1.5651493413329856,8
10-16 March 1958,1997,17,1958,2,0,NCDS,39,1.1086474501108647,2
17-23 March 1958,1997,25,1958,2,0,NCDS,39,1.63036389722186,4
24-30 March 1958,1997,15,1958,2,0,NCDS,39,0.978218338333116,6
31-6 March/April 1958,1997,23,1958,2,0,NCDS,39,1.4999347854441112,9
3-9 February 1959,1997,13,1959,2,0,NCDS,38,0.8477892265553671,7
10-16 February 1959,1997,18,1959,2,0,NCDS,38,1.1738620059997393,1
17-23 February 1959,1997,18,1959,2,0,NCDS,38,1.1738620059997393,3
24-2 Feb/March 1959,1997,13,1959,2,0,NCDS,38,0.8477892265553671,5
3-9 March 1959,1997,20,1959,2,0,NCDS,38,1.304291117777488,8
10-16 March 1959,1997,22,1959,2,0,NCDS,38,1.4347202295552368,2
17-23 March 1959,1997,7,1959,2,0,NCDS,38,0.45650189122212076,4
24-30 March 1959,1997,16,1959,2,0,NCDS,38,1.0434328942219901,6
31-6 March/April 1959,1997,19,1959,2,0,NCDS,38,1.2390765618886135,9
3-9 February 1960,1997,14,1960,2,0,NCDS,37,0.9130037824442415,7
10-16 February 1960,1997,27,1960,2,0,NCDS,37,1.7607930089996087,1
17-23 February 1960,1997,9,1960,2,0,NCDS,37,0.5869310029998697,3
24-1 Feb/March 1960,1997,22,1960,2,0,NCDS,37,1.4347202295552368,5
3-9 March 1960,1997,11,1960,2,0,NCDS,37,0.7173601147776184,8
10-16 March 1960,1997,21,1960,2,0,NCDS,37,1.3695056736663622,2
17-23 March 1960,1997,19,1960,2,0,NCDS,37,1.2390765618886135,4
24-30 March 1960,1997,13,1960,2,0,NCDS,37,0.8477892265553671,6
31-6 March/April 1960,1997,12,1960,2,0,NCDS,37,0.7825746706664928,9
8-14 March 1968,1997,15,1968,3,0,BCS70,29,0.978218338333116,9
15-21 March 1968,1997,8,1968,3,0,BCS70,29,0.5217164471109951,2
22-28 March 1968,1997,14,1968,3,0,BCS70,29,0.9130037824442415,4
29-4 March/April 1968,1997,11,1968,3,0,BCS70,29,0.7173601147776184,6
5-11 April 1968,1997,13,1968,3,0,BCS70,29,0.8477892265553671,8
12-18 April 1968,1997,11,1968,3,0,BCS70,29,0.7173601147776184,1
19-25 April 1968,1997,15,1968,3,0,BCS70,29,0.978218338333116,3
26-2 April/May 1968,1997,9,1968,3,0,BCS70,29,0.5869310029998697,5
3-9 May 1968,1997,15,1968,3,0,BCS70,29,0.978218338333116,7
8-14 March 1969,1997,9,1969,3,0,BCS70,28,0.5869310029998697,9
15-21 March 1969,1997,10,1969,3,0,BCS70,28,0.652145558888744,2
22-28 March 1969,1997,12,1969,3,0,BCS70,28,0.7825746706664928,4
29-4 March/April 1969,1997,10,1969,3,0,BCS70,28,0.652145558888744,6
5-11 April 1969,1997,3,1969,3,0,BCS70,28,0.1956436676666232,8
12-18 April 1969,1997,5,1969,3,0,BCS70,28,0.326072779444372,1
19-25 April 1969,1997,5,1969,3,0,BCS70,28,0.326072779444372,3
26-2 April/May 1969,1997,7,1969,3,0,BCS70,28,0.45650189122212076,5
3-9 May 1969,1997,11,1969,3,0,BCS70,28,0.7173601147776184,7
8-14 March 1970,1997,17,1970,3,0,BCS70,27,1.1086474501108647,9
15-21 March 1970,1997,12,1970,3,0,BCS70,27,0.7825746706664928,2
22-28 March 1970,1997,8,1970,3,0,BCS70,27,0.5217164471109951,4
29-4 March/April 1970,1997,19,1970,3,0,BCS70,27,1.2390765618886135,6
5-11 April 1970,1997,11,1970,3,1,BCS70,27,0.7173601147776184,8
12-18 April 1970,1997,12,1970,3,0,BCS70,27,0.7825746706664928,1
19-25 April 1970,1997,12,1970,3,0,BCS70,27,0.7825746706664928,3
26-2 April/May 1970,1997,13,1970,3,0,BCS70,27,0.8477892265553671,5
3-9 May 1970,1997,10,1970,3,0,BCS70,27,0.652145558888744,7
8-14 March 1971,1997,11,1971,3,0,BCS70,26,0.7173601147776184,9
15-21 March 1971,1997,8,1971,3,0,BCS70,26,0.5217164471109951,2
22-28 March 1971,1997,9,1971,3,0,BCS70,26,0.5869310029998697,4
29-4 March/April 1971,1997,10,1971,3,0,BCS70,26,0.652145558888744,6
5-11 April 1971,1997,9,1971,3,0,BCS70,26,0.5869310029998697,8
12-18 April 1971,1997,15,1971,3,0,BCS70,26,0.978218338333116,1
19-25 April 1971,1997,7,1971,3,0,BCS70,26,0.45650189122212076,3
26-2 April/May 1971,1997,11,1971,3,0,BCS70,26,0.7173601147776184,5
